Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2021-04-19,142103183,3133873,81374734,57594576,693690,2.21,57.26,3.85,192
2021-04-20,142957372,3148185,81979571,57829616,854189,2.2,57.35,3.84,192
2021-04-21,143847328,3163140,82491871,58192317,889956,2.2,57.35,3.83,192
2021-04-22,144746950,3177032,83128167,58441751,899622,2.19,57.43,3.82,192
2021-04-23,145650584,3192218,83767999,58690367,903634,2.19,57.51,3.81,192
2021-04-24,146471749,3205502,84344290,58921957,821165,2.19,57.58,3.8,192
2021-04-25,147194070,3216114,84878104,59099852,722321,2.18,57.66,3.79,192
2021-04-26,147876811,3227754,85565470,59083587,682741,2.18,57.86,3.77,192
2021-04-27,148721445,3242713,86246374,59232358,844634,2.18,57.99,3.76,192
2021-04-28,149627438,3258759,86843039,59525640,905993,2.18,58.04,3.75,192
2021-04-29,150525165,3274520,87550355,59700290,897727,2.18,58.16,3.74,192
2021-04-30,151404308,3288535,88236951,59878822,879143,2.17,58.28,3.73,192
2021-05-01,152200894,3301796,88919401,59979697,796586,2.17,58.42,3.71,192
2021-05-02,152875049,3312015,89612415,59950619,674155,2.17,58.62,3.7,192
2021-05-03,153556622,3323810,90255904,59976908,681573,2.16,58.78,3.68,192
2021-05-04,154364156,3337868,90912804,60113484,807534,2.16,58.9,3.67,192
2021-05-05,155205328,3352747,91626286,60226295,841172,2.16,59.04,3.66,192
2021-05-06,156075476,3367392,92301898,60406186,870148,2.16,59.14,3.65,192
2021-05-07,156907963,3381791,92998027,60528145,832487,2.16,59.27,3.64,192
2021-05-08,157693547,3395092,93709032,60589423,785584,2.15,59.42,3.62,192
2021-05-09,158334872,3405520,94371825,60557527,641326,2.15,59.6,3.61,192
2021-05-10,158956710,3416642,95000511,60539557,621838,2.15,59.77,3.6,192
2021-05-11,159695368,3430877,95751515,60512976,738675,2.15,59.96,3.58,192
2021-05-12,160455528,3444728,96399064,60611736,760160,2.15,60.08,3.57,192
2021-05-13,161180899,3458412,97089181,60633306,725371,2.15,60.24,3.56,192
2021-05-14,161898873,3471478,97754528,60672867,717974,2.14,60.38,3.55,192
2021-05-15,162526795,3483687,98397065,60646043,627922,2.14,60.54,3.54,192
2021-05-16,163075230,3493917,99064469,60516844,548435,2.14,60.75,3.53,192
2021-05-17,163615284,3505113,99808931,60301240,540054,2.14,61.0,3.51,192
2021-05-18,164237839,3519312,100552044,60166483,624917,2.14,61.22,3.5,193
2021-05-19,164909681,3532881,101250071,60126729,671842,2.14,61.4,3.49,193
2021-05-20,165189643,3545937,101886760,59756946,628629,2.15,61.68,3.48,193
2021-05-21,165815461,3558949,102501548,59754964,625818,2.15,61.82,3.47,193
2021-05-22,166393650,3570477,103118309,59704864,578189,2.15,61.97,3.46,193
2021-05-23,166870060,3580232,103620280,59669548,476410,2.15,62.1,3.46,193
2021-05-24,167324549,3589287,104247872,59487390,454489,2.15,62.3,3.44,193
2021-05-25,167856783,3602474,104824935,59429374,532234,2.15,62.45,3.44,193
2021-05-26,168425525,3615212,105380748,59429565,568742,2.15,62.57,3.43,193
2021-05-27,168980229,3628269,106078106,59273854,554704,2.15,62.78,3.42,193
2021-05-28,169480496,3640233,106633069,59207194,500267,2.15,62.92,3.41,193
2021-05-29,169961717,3650982,107140669,59170066,481221,2.15,63.04,3.41,193
2021-05-30,170353101,3659273,107630598,59063230,391384,2.15,63.18,3.4,193
2021-05-31,170731978,3667987,108159767,58904224,378877,2.15,63.35,3.39,193
2021-06-01,171195775,3683332,108743650,58768793,463797,2.15,63.52,3.39,193
2021-06-02,171681500,3695151,109272024,58714325,485725,2.15,63.65,3.38,193
2021-06-03,172170725,3705067,109701214,58764444,489225,2.15,63.72,3.38,193
2021-06-04,172590480,3716031,110226716,58647733,419755,2.15,63.87,3.37,193
2021-06-05,172988733,3725198,110704846,58558689,398253,2.15,64.0,3.36,193
2021-06-06,173311406,3732416,111146372,58432618,322673,2.15,64.13,3.36,193
2021-06-07,173632681,3740492,111568369,58323820,321275,2.15,64.26,3.35,193
2021-06-08,173999551,3750872,111983105,58265574,366870,2.16,64.36,3.35,193
2021-06-09,174419028,3761335,112435800,58221893,419477,2.16,64.46,3.35,193
2021-06-10,174868561,3777346,112849489,58241726,449533,2.16,64.53,3.35,193
2021-06-11,175289801,3789277,113225021,58275503,421240,2.16,64.59,3.35,193
2021-06-12,175661655,3799047,113563995,58298613,371854,2.16,64.65,3.35,193
2021-06-13,175964568,3808314,113993656,58162598,302913,2.16,64.78,3.34,193
2021-06-14,176273054,3816194,114340430,58116430,308486,2.16,64.87,3.34,193
2021-06-15,176644649,3826761,114800575,58017313,371595,2.17,64.99,3.33,193
2021-06-16,177043180,3837107,115149802,58056271,398531,2.17,65.04,3.33,193
2021-06-17,177435675,3846371,115530280,58059024,392495,2.17,65.11,3.33,193
2021-06-18,177841653,3855586,115849843,58136224,405978,2.17,65.14,3.33,193
2021-06-19,178189033,3863657,116181693,58143683,347380,2.17,65.2,3.33,194
2021-06-20,178489348,3870298,116446787,58172263,300315,2.17,65.24,3.32,194
2021-06-21,178786719,3877381,116804005,58105333,297371,2.17,65.33,3.32,194
2021-06-22,179158923,3886320,117107409,58165194,372204,2.17,65.37,3.32,194
2021-06-23,179596069,3895848,117507152,58193069,437146,2.17,65.43,3.32,194
2021-06-24,179999905,3904459,117796863,58298583,403836,2.17,65.44,3.31,194
2021-06-25,180421668,3913673,118125510,58382485,421763,2.17,65.47,3.31,194
2021-06-26,180784519,3921137,118420069,58443313,362851,2.17,65.5,3.31,194
2021-06-27,181094457,3927177,118678808,58488472,309938,2.17,65.53,3.31,194
2021-06-28,181426277,3933824,119006264,58486189,331820,2.17,65.59,3.31,194
2021-06-29,181810497,3941940,119299680,58568877,384220,2.17,65.62,3.3,194
2021-06-30,182204360,3951115,119580621,58672624,393886,2.17,65.63,3.3,194
2021-07-01,182645007,3959814,120008477,58676716,440647,2.17,65.71,3.3,194
2021-07-02,183085047,3968060,120299519,58817468,440040,2.17,65.71,3.3,194
2021-07-03,183460170,3974899,120569294,58915977,375123,2.17,65.72,3.3,194
2021-07-04,183787065,3981467,120868182,58937416,326895,2.17,65.77,3.29,194
2021-07-05,184158810,3988932,121235175,58934703,371745,2.17,65.83,3.29,194
2021-07-06,184612638,3997500,121563018,59052120,453828,2.17,65.85,3.29,194
2021-07-07,185076494,4006063,121831181,59239250,463856,2.16,65.83,3.29,194
2021-07-08,185558038,4014911,122123832,59419295,481544,2.16,65.81,3.29,194
2021-07-09,186066221,4023356,122462950,59579915,508183,2.16,65.82,3.29,194
2021-07-10,186492674,4029958,122907154,59555562,426453,2.16,65.9,3.28,194
2021-07-11,186857020,4037411,123197640,59621969,364346,2.16,65.93,3.28,194
2021-07-12,187297411,4045648,123499876,59751887,440391,2.16,65.94,3.28,194
2021-07-13,187816334,4053921,123783323,59979090,518923,2.16,65.91,3.28,194
2021-07-14,188357728,4062634,124113064,60182030,541394,2.16,65.89,3.27,194
2021-07-15,188928280,4071085,124394120,60463075,570552,2.15,65.84,3.27,194
2021-07-16,189527121,4079796,124784825,60662500,598841,2.15,65.84,3.27,194
2021-07-17,190000855,4086851,125065614,60848390,473734,2.15,65.82,3.27,194
2021-07-18,190423433,4093863,125382097,60947473,422578,2.15,65.84,3.27,194
2021-07-19,190923137,4101117,125688818,61133202,499704,2.15,65.83,3.26,194
2021-07-20,191455176,4121865,126008998,61324313,532039,2.15,65.82,3.27,194
2021-07-21,192014923,4130518,126315581,61568824,559747,2.15,65.78,3.27,194
2021-07-22,192582011,4139345,126671709,61770957,567088,2.15,65.78,3.27,194
2021-07-23,193271303,4147083,126918099,62206121,689292,2.15,65.67,3.27,194
2021-07-24,193745589,4156299,127435325,62153965,533662,2.15,65.77,3.26,194
2021-07-25,194178110,4163538,127762742,62251830,432521,2.14,65.8,3.26,194
2021-07-26,194722152,4171398,128063203,62487551,544042,2.14,65.77,3.26,194
2021-07-27,195334304,4181272,128409042,62743990,612152,2.14,65.74,3.26,194
2021-07-28,195985612,4191507,128745705,63048400,651308,2.14,65.69,3.26,194
2021-07-29,196629540,4202348,129094093,63333099,648838,2.14,65.65,3.26,194
2021-07-30,197366135,4211863,129401284,63752988,736595,2.13,65.56,3.25,194
2021-07-31,197874812,4220720,129705213,63948879,508677,2.13,65.55,3.25,194
2021-08-01,198337843,4227787,129994391,64115665,463031,2.13,65.54,3.25,194
2021-08-02,198925064,4236015,130277535,64411514,587221,2.13,65.49,3.25,194
2021-08-03,199565838,4246278,130582003,64737557,640774,2.13,65.43,3.25,194
2021-08-04,200236965,4256863,130899063,65081039,671127,2.13,65.37,3.25,194
2021-08-05,200924905,4267844,0,196657061,687940,2.12,0.0,inf,194
2021-08-06,201746214,4278409,0,197467805,821309,2.12,0.0,inf,194
2021-08-07,202290946,4286987,0,198003959,544732,2.12,0.0,inf,194
2021-08-08,202728255,4294417,0,198433838,437309,2.12,0.0,inf,194
2021-08-09,203388212,4303073,0,199085139,659957,2.12,0.0,inf,194
2021-08-10,204022307,4314563,0,199707744,634095,2.11,0.0,inf,194
2021-08-11,204729264,4324519,0,200404745,706957,2.11,0.0,inf,194
2021-08-12,205414138,4334807,0,201079331,684874,2.11,0.0,inf,194
2021-08-13,206280781,4346102,0,201934679,866643,2.11,0.0,inf,194
2021-08-14,206807509,4354758,0,202452751,526728,2.11,0.0,inf,194
2021-08-15,207267360,4361973,0,202905387,459851,2.1,0.0,inf,194
2021-08-16,207937090,4371437,0,203565653,669730,2.1,0.0,inf,194
